E_MeV,D_cm2,A_temp,A_time_min,DWF
1.8,4.9e+18,1095,59,0.725
1.84210526315789,4.92105263157895e+18,1096.05263157895,59.2105263157895,0.725210526315789
1.88421052631579,4.9421052631579e+18,1097.10526315789,59.4210526315789,0.725421052631579
1.92631578947368,4.96315789473684e+18,1098.15789473684,59.6315789473684,0.725631578947368
1.96842105263158,4.98421052631579e+18,1099.21052631579,59.8421052631579,0.725842105263158
2.01052631578947,5.00526315789474e+18,1100.26315789474,60.0526315789474,0.726052631578947
2.05263157894737,5.02631578947368e+18,1101.31578947368,60.2631578947368,0.726263157894737
2.09473684210526,5.04736842105263e+18,1102.36842105263,60.4736842105263,0.726473684210526
2.13684210526316,5.06842105263158e+18,1103.42105263158,60.6842105263158,0.726684210526316
2.17894736842105,5.08947368421053e+18,1104.47368421053,60.8947368421053,0.726894736842105
1.8,1.9e+18,198,59,0.706
1.84210526315789,1.92105263157895e+18,198.421052631579,59.2105263157895,0.706210526315789
1.88421052631579,1.94210526315789e+18,198.842105263158,59.4210526315789,0.706421052631579
1.92631578947368,1.96315789473684e+18,199.263157894737,59.6315789473684,0.706631578947368
1.96842105263158,1.98421052631579e+18,199.684210526316,59.8421052631579,0.706842105263158
2.01052631578947,2.00526315789474e+18,200.105263157895,60.0526315789474,0.707052631578947
2.05263157894737,2.02631578947368e+18,200.526315789474,60.2631578947368,0.707263157894737
2.09473684210526,2.04736842105263e+18,200.947368421053,60.4736842105263,0.707473684210526
2.13684210526316,2.06842105263158e+18,201.368421052632,60.6842105263158,0.707684210526316
2.17894736842105,2.08947368421053e+18,201.789473684211,60.8947368421053,0.707894736842105
1.8,1.9e+18,398,59,0.687
1.84210526315789,1.92105263157895e+18,398.421052631579,59.2105263157895,0.687210526315789
1.88421052631579,1.94210526315789e+18,398.842105263158,59.4210526315789,0.687421052631579
1.92631578947368,1.96315789473684e+18,399.263157894737,59.6315789473684,0.687631578947368
1.96842105263158,1.98421052631579e+18,399.684210526316,59.8421052631579,0.687842105263158
2.01052631578947,2.00526315789474e+18,400.105263157895,60.0526315789474,0.688052631578947
2.05263157894737,2.02631578947368e+18,400.526315789474,60.2631578947368,0.688263157894737
