E_MeV,D_cm2,A_temp,A_time_min,DWF
0.08,80000000000000,895,118,0.62
0.0820512820512821,75897435898051.3,895.512820512821,118.205128205128,0.620102564102564
0.0841025641025641,71794871796102.6,896.025641025641,118.410256410256,0.620205128205128
0.0861538461538462,67692307694153.8,896.538461538462,118.615384615385,0.620307692307692
0.0882051282051282,63589743592205.1,897.051282051282,118.820512820513,0.620410256410256
0.0902564102564103,59487179490256.4,897.564102564103,119.025641025641,0.620512820512821
0.0923076923076923,55384615388307.7,898.076923076923,119.230769230769,0.620615384615385
0.0943589743589744,51282051286359,898.589743589744,119.435897435897,0.620717948717949
0.0964102564102564,47179487184410.3,899.102564102564,119.641025641026,0.620820512820513
0.0984615384615385,43076923082461.5,899.615384615385,119.846153846154,0.620923076923077
0.100512820512821,38974358980512.8,900.128205128205,120.051282051282,0.621025641025641
0.102564102564103,34871794878564.1,900.641025641026,120.25641025641,0.621128205128205
0.104615384615385,30769230776615.4,901.153846153846,120.461538461538,0.621230769230769
0.106666666666667,26666666674666.7,901.666666666667,120.666666666667,0.621333333333333
0.108717948717949,22564102572717.9,902.179487179487,120.871794871795,0.621435897435897
0.110769230769231,18461538470769.2,902.692307692308,121.076923076923,0.621538461538461
0.112820512820513,14358974368820.5,903.205128205128,121.282051282051,0.621641025641026
0.114871794871795,10256410266871.8,903.717948717949,121.487179487179,0.62174358974359
0.116923076923077,6153846164923.08,904.230769230769,121.692307692308,0.621846153846154
0.118974358974359,2051282062974.36,904.74358974359,121.897435897436,0.621948717948718
0.081025641025641,77948717949025.6,895.25641025641,118.102564102564,0.620051282051282
0.0830769230769231,73846153847076.9,895.769230769231,118.307692307692,0.620153846153846
0.0851282051282051,69743589745128.2,896.282051282051,118.512820512821,0.62025641025641
0.0871794871794872,65641025643179.5,896.794871794872,118.717948717949,0.620358974358974
0.0892307692307692,61538461541230.8,897.307692307692,118.923076923077,0.620461538461539
0.0912820512820513,57435897439282,897.820512820513,119.128205128205,0.620564102564103
0.0933333333333333,53333333337333.3,898.333333333333,119.333333333333,0.620666666666667
0.0953846153846154,49230769235384.6,898.846153846154,119.538461538462,0.620769230769231
0.0974358974358974,45128205133435.9,899.358974358974,119.74358974359,0.620871794871795
0.0994871794871795,41025641031487.2,899.871794871795,119.948717948718,0.620974358974359
0.101538461538462,36923076929538.5,900.384615384615,120.153846153846,0.621076923076923
0.103589743589744,32820512827589.7,900.897435897436,120.358974358974,0.621179487179487
0.105641025641026,28717948725641,901.410256410256,120.564102564103,0.621282051282051
0.107692307692308,24615384623692.3,901.923076923077,120.769230769231,0.621384615384615
0.10974358974359,20512820521743.6,902.435897435897,120.974358974359,0.621487179487179
0.111794871794872,16410256419794.9,902.948717948718,121.179487179487,0.621589743589744
0.113846153846154,12307692317846.2,903.461538461538,121.384615384615,0.621692307692308
0.115897435897436,8205128215897.44,903.974358974359,121.589743589744,0.621794871794872
0.117948717948718,4102564113948.72,904.487179487179,121.794871794872,0.621897435897436
0.12,12000,905,122,0.622
