Pressure_KPa,Temp,Power_KW,DWF
17,845,3.1,0.703
17.2222222222222,847.222222222222,3.18888888888889,0.703444444444444
17.4444444444444,849.444444444444,3.27777777777778,0.703888888888889
17.6666666666667,851.666666666667,3.36666666666667,0.704333333333333
17.8888888888889,853.888888888889,3.45555555555556,0.704777777777778
2.9,345,0.3,0.718
2.98888888888889,347.222222222222,0.344444444444444,0.718444444444444
3.07777777777778,349.444444444444,0.388888888888889,0.718888888888889
3.16666666666667,351.666666666667,0.433333333333333,0.719333333333333
3.25555555555556,353.888888888889,0.477777777777778,0.719777777777778
9,895,0.4,0.667
9.22222222222222,897.222222222222,0.422222222222222,0.667444444444445
9.44444444444444,899.444444444444,0.444444444444444,0.667888888888889
9.66666666666667,901.666666666667,0.466666666666667,0.668333333333333
9.88888888888889,903.888888888889,0.488888888888889,0.668777777777778
2.8,655,5,0.723
2.88888888888889,657.222222222222,5.44444444444444,0.723444444444444
2.97777777777778,659.444444444444,5.88888888888889,0.723888888888889
3.06666666666667,661.666666666667,6.33333333333333,0.724333333333333
3.15555555555556,663.888888888889,6.77777777777778,0.724777777777778
5.5,855,5.8,0.642
5.72222222222222,857.222222222222,5.88888888888889,0.642444444444444
5.94444444444444,859.444444444444,5.97777777777778,0.642888888888889
6.16666666666667,861.666666666667,6.06666666666667,0.643333333333333
6.38888888888889,863.888888888889,6.15555555555556,0.643777777777778
9.6,655,1.8,0.663
9.68888888888889,657.222222222222,1.88888888888889,0.663444444444445
9.77777777777778,659.444444444444,1.97777777777778,0.663888888888889
9.86666666666667,661.666666666667,2.06666666666667,0.664333333333333
9.95555555555556,663.888888888889,2.15555555555556,0.664777777777778
22,1045,3.4,0.655
22.2222222222222,1047.22222222222,3.48888888888889,0.655444444444444
22.4444444444444,1049.44444444444,3.57777777777778,0.655888888888889
22.6666666666667,1051.66666666667,3.66666666666667,0.656333333333333
22.8888888888889,1053.88888888889,3.75555555555556,0.656777777777778
3.3,655,5,0.687
3.43333333333333,657.222222222222,5.44444444444444,0.687444444444445
3.56666666666667,659.444444444444,5.88888888888889,0.687888888888889
3.7,661.666666666667,6.33333333333333,0.688333333333333
3.83333333333333,663.888888888889,6.77777777777778,0.688777777777778
17.1111111111111,846.111111111111,3.14444444444444,0.703222222222222
17.3333333333333,848.333333333333,3.23333333333333,0.703666666666667
17.5555555555556,850.555555555556,3.32222222222222,0.704111111111111
17.7777777777778,852.777777777778,3.41111111111111,0.704555555555555
18,855,3.5,0.705
2.94444444444444,346.111111111111,0.322222222222222,0.718222222222222
3.03333333333333,348.333333333333,0.366666666666667,0.718666666666667
3.12222222222222,350.555555555556,0.411111111111111,0.719111111111111
3.21111111111111,352.777777777778,0.455555555555556,0.719555555555556
3.3,355,0.5,0.72
9.11111111111111,896.111111111111,0.411111111111111,0.667222222222222
9.33333333333333,898.333333333333,0.433333333333333,0.667666666666667
9.55555555555556,900.555555555556,0.455555555555556,0.668111111111111
9.77777777777778,902.777777777778,0.477777777777778,0.668555555555556
10,905,0.5,0.669
2.84444444444444,656.111111111111,5.22222222222222,0.723222222222222
2.93333333333333,658.333333333333,5.66666666666667,0.723666666666667
3.02222222222222,660.555555555556,6.11111111111111,0.724111111111111
3.11111111111111,662.777777777778,6.55555555555556,0.724555555555556
3.2,665,7,0.725
5.61111111111111,856.111111111111,5.84444444444444,0.642222222222222
5.83333333333333,858.333333333333,5.93333333333333,0.642666666666667
6.05555555555556,860.555555555556,6.02222222222222,0.643111111111111
6.27777777777778,862.777777777778,6.11111111111111,0.643555555555556
6.5,865,6.2,0.644
9.64444444444444,656.111111111111,1.84444444444444,0.663222222222222
9.73333333333333,658.333333333333,1.93333333333333,0.663666666666667
9.82222222222222,660.555555555556,2.02222222222222,0.664111111111111
9.91111111111111,662.777777777778,2.11111111111111,0.664555555555556
10,665,2.2,0.665
22.1111111111111,1046.11111111111,3.44444444444444,0.655222222222222
22.3333333333333,1048.33333333333,3.53333333333333,0.655666666666667
22.5555555555556,1050.55555555556,3.62222222222222,0.656111111111111
22.7777777777778,1052.77777777778,3.71111111111111,0.656555555555556
23,1055,3.8,0.657
3.36666666666667,656.111111111111,5.22222222222222,0.687222222222222
3.5,658.333333333333,5.66666666666667,0.687666666666667
3.63333333333333,660.555555555556,6.11111111111111,0.688111111111111
3.76666666666667,662.777777777778,6.55555555555556,0.688555555555555
3.9,665,7,0.689
