E_MeV,D_cm2,A_temp,A_time_min
145,9000000000,1095,115
147.222222222222,9444444444.44444,1097.22222222222,117.222222222222
149.444444444444,9888888888.88889,1099.44444444444,119.444444444444
151.666666666667,10333333333.3333,1101.66666666667,121.666666666667
153.888888888889,10777777777.7778,1103.88888888889,123.888888888889
395,65000000000,1195,115
397.222222222222,66111111111.1111,1197.22222222222,117.222222222222
399.444444444444,67222222222.2222,1199.44444444444,119.444444444444
401.666666666667,68333333333.3333,1201.66666666667,121.666666666667
403.888888888889,69444444444.4444,1203.88888888889,123.888888888889
70,30000000000000,1095,59
70.8888888888889,30888888888888.9,1097.22222222222,59.4444444444444
71.7777777777778,31777777777777.8,1099.44444444444,59.8888888888889
72.6666666666667,32666666666666.7,1101.66666666667,60.3333333333333
73.5555555555556,33555555555555.6,1103.88888888889,60.7777777777778
4.5,9000000000,1495,85
4.72222222222222,9444444444.44444,1497.22222222222,87.2222222222222
4.94444444444444,9888888888.88889,1499.44444444444,89.4444444444444
5.16666666666667,10333333333.3333,1501.66666666667,91.6666666666667
5.38888888888889,10777777777.7778,1503.88888888889,93.8888888888889
4.5,19000000000,1495,85
4.72222222222222,19444444444.4444,1497.22222222222,87.2222222222222
4.94444444444444,19888888888.8889,1499.44444444444,89.4444444444444
5.16666666666667,20333333333.3333,1501.66666666667,91.6666666666667
5.38888888888889,20777777777.7778,1503.88888888889,93.8888888888889
4.5,490000000000,1495,85
4.72222222222222,494444444444.444,1497.22222222222,87.2222222222222
4.94444444444444,498888888888.889,1499.44444444444,89.4444444444444
5.16666666666667,503333333333.333,1501.66666666667,91.6666666666667
5.38888888888889,507777777777.778,1503.88888888889,93.8888888888889
4.5,4900000000000,1495,85
4.72222222222222,4944444444444.44,1497.22222222222,87.2222222222222
4.94444444444444,4988888888888.89,1499.44444444444,89.4444444444444
5.16666666666667,5033333333333.33,1501.66666666667,91.6666666666667
5.38888888888889,5077777777777.78,1503.88888888889,93.8888888888889
9,900000000000,1045,115
9.44444444444444,944444444444.444,1047.22222222222,117.222222222222
9.88888888888889,988888888888.889,1049.44444444444,119.444444444444
10.3333333333333,1033333333333.33,1051.66666666667,121.666666666667
10.7777777777778,1077777777777.78,1053.88888888889,123.888888888889
9,4900000000000,1045,115
9.44444444444444,4944444444444.44,1047.22222222222,117.222222222222
9.88888888888889,4988888888888.89,1049.44444444444,119.444444444444
10.3333333333333,5033333333333.33,1051.66666666667,121.666666666667
10.7777777777778,5077777777777.78,1053.88888888889,123.888888888889
9,9000000000000,1045,115
9.44444444444444,9444444444444.45,1047.22222222222,117.222222222222
9.88888888888889,9888888888888.89,1049.44444444444,119.444444444444
10.3333333333333,10333333333333.3,1051.66666666667,121.666666666667
10.7777777777778,10777777777777.8,1053.88888888889,123.888888888889
9,90000000000000,1045,115
9.44444444444444,94444444444444.4,1047.22222222222,117.222222222222
9.88888888888889,98888888888888.9,1049.44444444444,119.444444444444
10.3333333333333,103333333333333,1051.66666666667,121.666666666667
10.7777777777778,107777777777778,1053.88888888889,123.888888888889
19,900000000000,1045,115
19.4444444444444,944444444444.444,1047.22222222222,117.222222222222
19.8888888888889,988888888888.889,1049.44444444444,119.444444444444
20.3333333333333,1033333333333.33,1051.66666666667,121.666666666667
20.7777777777778,1077777777777.78,1053.88888888889,123.888888888889
19,4900000000000,1045,115
19.4444444444444,4944444444444.44,1047.22222222222,117.222222222222
19.8888888888889,4988888888888.89,1049.44444444444,119.444444444444
20.3333333333333,5033333333333.33,1051.66666666667,121.666666666667
20.7777777777778,5077777777777.78,1053.88888888889,123.888888888889
19,9000000000000,995,115
19.4444444444444,9444444444444.45,997.222222222222,117.222222222222
19.8888888888889,9888888888888.89,999.444444444444,119.444444444444
20.3333333333333,10333333333333.3,1001.66666666667,121.666666666667
20.7777777777778,10777777777777.8,1003.88888888889,123.888888888889
19,90000000000000,995,115
19.4444444444444,94444444444444.4,997.222222222222,117.222222222222
19.8888888888889,98888888888888.9,999.444444444444,119.444444444444
20.3333333333333,103333333333333,1001.66666666667,121.666666666667
20.7777777777778,107777777777778,1003.88888888889,123.888888888889
49,900000000000,1045,115
49.4444444444444,944444444444.444,1047.22222222222,117.222222222222
49.8888888888889,988888888888.889,1049.44444444444,119.444444444444
50.3333333333333,1033333333333.33,1051.66666666667,121.666666666667
50.7777777777778,1077777777777.78,1053.88888888889,123.888888888889
49,4900000000000,1045,115
49.4444444444444,4944444444444.44,1047.22222222222,117.222222222222
49.8888888888889,4988888888888.89,1049.44444444444,119.444444444444
50.3333333333333,5033333333333.33,1051.66666666667,121.666666666667
50.7777777777778,5077777777777.78,1053.88888888889,123.888888888889
49,9000000000000,995,115
49.4444444444444,9444444444444.45,997.222222222222,117.222222222222
49.8888888888889,9888888888888.89,999.444444444444,119.444444444444
50.3333333333333,10333333333333.3,1001.66666666667,121.666666666667
50.7777777777778,10777777777777.8,1003.88888888889,123.888888888889
49,90000000000000,995,115
49.4444444444444,94444444444444.4,997.222222222222,117.222222222222
49.8888888888889,98888888888888.9,999.444444444444,119.444444444444
50.3333333333333,103333333333333,1001.66666666667,121.666666666667
50.7777777777778,107777777777778,1003.88888888889,123.888888888889
99,900000000000,1045,115
99.4444444444444,944444444444.444,1047.22222222222,117.222222222222
99.8888888888889,988888888888.889,1049.44444444444,119.444444444444
100.333333333333,1033333333333.33,1051.66666666667,121.666666666667
100.777777777778,1077777777777.78,1053.88888888889,123.888888888889
99,4900000000000,1045,115
99.4444444444444,4944444444444.44,1047.22222222222,117.222222222222
99.8888888888889,4988888888888.89,1049.44444444444,119.444444444444
100.333333333333,5033333333333.33,1051.66666666667,121.666666666667
100.777777777778,5077777777777.78,1053.88888888889,123.888888888889
99,9000000000000,995,115
99.4444444444444,9444444444444.45,997.222222222222,117.222222222222
99.8888888888889,9888888888888.89,999.444444444444,119.444444444444
100.333333333333,10333333333333.3,1001.66666666667,121.666666666667
100.777777777778,10777777777777.8,1003.88888888889,123.888888888889
99,90000000000000,995,115
99.4444444444444,94444444444444.4,997.222222222222,117.222222222222
99.8888888888889,98888888888888.9,999.444444444444,119.444444444444
100.333333333333,103333333333333,1001.66666666667,121.666666666667
100.777777777778,107777777777778,1003.88888888889,123.888888888889
65,900000000,1195,115
67.2222222222222,944444444.444444,1197.22222222222,117.222222222222
69.4444444444444,988888888.888889,1199.44444444444,119.444444444444
71.6666666666667,1033333333.33333,1201.66666666667,121.666666666667
73.8888888888889,1077777777.77778,1203.88888888889,123.888888888889
17995,6000000000000,1795,0.9
17997.2222222222,6222222222222.22,1797.22222222222,0.944444444444445
17999.4444444444,6444444444444.44,1799.44444444444,0.988888888888889
18001.6666666667,6666666666666.67,1801.66666666667,1.03333333333333
18003.8888888889,6888888888888.89,1803.88888888889,1.07777777777778
130,290000000000,1095,595
130.888888888889,294444444444.444,1097.22222222222,597.222222222222
131.777777777778,298888888888.889,1099.44444444444,599.444444444444
132.666666666667,303333333333.333,1101.66666666667,601.666666666667
133.555555555556,307777777777.778,1103.88888888889,603.888888888889
95,30000000000000,1095,118
95.4444444444444,30888888888888.9,1097.22222222222,118.888888888889
95.8888888888889,31777777777777.8,1099.44444444444,119.777777777778
96.3333333333333,32666666666666.7,1101.66666666667,120.666666666667
96.7777777777778,33555555555555.6,1103.88888888889,121.555555555556
2995,65000000000,1095,115
2997.22222222222,66111111111.1111,1097.22222222222,117.222222222222
2999.44444444444,67222222222.2222,1099.44444444444,119.444444444444
3001.66666666667,68333333333.3333,1101.66666666667,121.666666666667
3003.88888888889,69444444444.4444,1103.88888888889,123.888888888889
19,90000000,1195,59
19.4444444444444,94444444.4444444,1197.22222222222,59.4444444444444
19.8888888888889,98888888.8888889,1199.44444444444,59.8888888888889
20.3333333333333,103333333.333333,1201.66666666667,60.3333333333333
20.7777777777778,107777777.777778,1203.88888888889,60.7777777777778
19,900000000000,1195,59
19.4444444444444,944444444444.444,1197.22222222222,59.4444444444444
19.8888888888889,988888888888.889,1199.44444444444,59.8888888888889
20.3333333333333,1033333333333.33,1201.66666666667,60.3333333333333
20.7777777777778,1077777777777.78,1203.88888888889,60.7777777777778
19,9000000000000,1195,59
19.4444444444444,9444444444444.45,1197.22222222222,59.4444444444444
19.8888888888889,9888888888888.89,1199.44444444444,59.8888888888889
20.3333333333333,10333333333333.3,1201.66666666667,60.3333333333333
20.7777777777778,10777777777777.8,1203.88888888889,60.7777777777778
19,90000000000000,1195,59
19.4444444444444,94444444444444.4,1197.22222222222,59.4444444444444
19.8888888888889,98888888888888.9,1199.44444444444,59.8888888888889
20.3333333333333,103333333333333,1201.66666666667,60.3333333333333
20.7777777777778,107777777777778,1203.88888888889,60.7777777777778
146.111111111111,9222222222.22222,1096.11111111111,116.111111111111
148.333333333333,9666666666.66667,1098.33333333333,118.333333333333
150.555555555556,10111111111.1111,1100.55555555556,120.555555555556
152.777777777778,10555555555.5556,1102.77777777778,122.777777777778
155,11000000000,1105,125
396.111111111111,65555555555.5556,1196.11111111111,116.111111111111
398.333333333333,66666666666.6667,1198.33333333333,118.333333333333
400.555555555556,67777777777.7778,1200.55555555556,120.555555555556
402.777777777778,68888888888.8889,1202.77777777778,122.777777777778
405,70000000000,1205,125
70.4444444444444,30444444444444.4,1096.11111111111,59.2222222222222
71.3333333333333,31333333333333.3,1098.33333333333,59.6666666666667
72.2222222222222,32222222222222.2,1100.55555555556,60.1111111111111
73.1111111111111,33111111111111.1,1102.77777777778,60.5555555555556
74,34000000000000,1105,61
4.61111111111111,9222222222.22222,1496.11111111111,86.1111111111111
4.83333333333333,9666666666.66667,1498.33333333333,88.3333333333333
5.05555555555556,10111111111.1111,1500.55555555556,90.5555555555556
5.27777777777778,10555555555.5556,1502.77777777778,92.7777777777778
5.5,11000000000,1505,95
4.61111111111111,19222222222.2222,1496.11111111111,86.1111111111111
4.83333333333333,19666666666.6667,1498.33333333333,88.3333333333333
5.05555555555556,20111111111.1111,1500.55555555556,90.5555555555556
5.27777777777778,20555555555.5556,1502.77777777778,92.7777777777778
5.5,21000000000,1505,95
4.61111111111111,492222222222.222,1496.11111111111,86.1111111111111
4.83333333333333,496666666666.667,1498.33333333333,88.3333333333333
5.05555555555556,501111111111.111,1500.55555555556,90.5555555555556
5.27777777777778,505555555555.556,1502.77777777778,92.7777777777778
5.5,510000000000,1505,95
4.61111111111111,4922222222222.22,1496.11111111111,86.1111111111111
4.83333333333333,4966666666666.67,1498.33333333333,88.3333333333333
5.05555555555556,5011111111111.11,1500.55555555556,90.5555555555556
5.27777777777778,5055555555555.56,1502.77777777778,92.7777777777778
5.5,5100000000000,1505,95
9.22222222222222,922222222222.222,1046.11111111111,116.111111111111
9.66666666666667,966666666666.667,1048.33333333333,118.333333333333
10.1111111111111,1011111111111.11,1050.55555555556,120.555555555556
10.5555555555556,1055555555555.56,1052.77777777778,122.777777777778
11,1100000000000,1055,125
9.22222222222222,4922222222222.22,1046.11111111111,116.111111111111
9.66666666666667,4966666666666.67,1048.33333333333,118.333333333333
10.1111111111111,5011111111111.11,1050.55555555556,120.555555555556
10.5555555555556,5055555555555.56,1052.77777777778,122.777777777778
11,5100000000000,1055,125
9.22222222222222,9222222222222.22,1046.11111111111,116.111111111111
9.66666666666667,9666666666666.67,1048.33333333333,118.333333333333
10.1111111111111,10111111111111.1,1050.55555555556,120.555555555556
10.5555555555556,10555555555555.6,1052.77777777778,122.777777777778
11,11000000000000,1055,125
9.22222222222222,92222222222222.2,1046.11111111111,116.111111111111
9.66666666666667,96666666666666.7,1048.33333333333,118.333333333333
10.1111111111111,101111111111111,1050.55555555556,120.555555555556
10.5555555555556,105555555555556,1052.77777777778,122.777777777778
11,110000000000000,1055,125
19.2222222222222,922222222222.222,1046.11111111111,116.111111111111
19.6666666666667,966666666666.667,1048.33333333333,118.333333333333
20.1111111111111,1011111111111.11,1050.55555555556,120.555555555556
20.5555555555556,1055555555555.56,1052.77777777778,122.777777777778
21,1100000000000,1055,125
19.2222222222222,4922222222222.22,1046.11111111111,116.111111111111
19.6666666666667,4966666666666.67,1048.33333333333,118.333333333333
20.1111111111111,5011111111111.11,1050.55555555556,120.555555555556
20.5555555555556,5055555555555.56,1052.77777777778,122.777777777778
21,5100000000000,1055,125
19.2222222222222,9222222222222.22,996.111111111111,116.111111111111
19.6666666666667,9666666666666.67,998.333333333333,118.333333333333
20.1111111111111,10111111111111.1,1000.55555555556,120.555555555556
20.5555555555556,10555555555555.6,1002.77777777778,122.777777777778
21,11000000000000,1005,125
19.2222222222222,92222222222222.2,996.111111111111,116.111111111111
19.6666666666667,96666666666666.7,998.333333333333,118.333333333333
20.1111111111111,101111111111111,1000.55555555556,120.555555555556
20.5555555555556,105555555555556,1002.77777777778,122.777777777778
21,110000000000000,1005,125
49.2222222222222,922222222222.222,1046.11111111111,116.111111111111
49.6666666666667,966666666666.667,1048.33333333333,118.333333333333
50.1111111111111,1011111111111.11,1050.55555555556,120.555555555556
50.5555555555556,1055555555555.56,1052.77777777778,122.777777777778
51,1100000000000,1055,125
49.2222222222222,4922222222222.22,1046.11111111111,116.111111111111
49.6666666666667,4966666666666.67,1048.33333333333,118.333333333333
50.1111111111111,5011111111111.11,1050.55555555556,120.555555555556
50.5555555555556,5055555555555.56,1052.77777777778,122.777777777778
51,5100000000000,1055,125
49.2222222222222,9222222222222.22,996.111111111111,116.111111111111
49.6666666666667,9666666666666.67,998.333333333333,118.333333333333
50.1111111111111,10111111111111.1,1000.55555555556,120.555555555556
50.5555555555556,10555555555555.6,1002.77777777778,122.777777777778
51,11000000000000,1005,125
49.2222222222222,92222222222222.2,996.111111111111,116.111111111111
49.6666666666667,96666666666666.7,998.333333333333,118.333333333333
50.1111111111111,101111111111111,1000.55555555556,120.555555555556
50.5555555555556,105555555555556,1002.77777777778,122.777777777778
51,110000000000000,1005,125
99.2222222222222,922222222222.222,1046.11111111111,116.111111111111
99.6666666666667,966666666666.667,1048.33333333333,118.333333333333
100.111111111111,1011111111111.11,1050.55555555556,120.555555555556
100.555555555556,1055555555555.56,1052.77777777778,122.777777777778
