E_MeV,D_cm2,A_temp,A_time_min,DWF
4.3,5e+18,1195,118,0.043
4.34210526315789,5.10526315789474e+18,1196.05263157895,118.421052631579,0.0432105263157895
4.38421052631579,5.21052631578947e+18,1197.10526315789,118.842105263158,0.0434210526315789
4.42631578947368,5.31578947368421e+18,1198.15789473684,119.263157894737,0.0436315789473684
4.46842105263158,5.42105263157895e+18,1199.21052631579,119.684210526316,0.0438421052631579
4.51052631578947,5.52631578947368e+18,1200.26315789474,120.105263157895,0.0440526315789474
4.55263157894737,5.63157894736842e+18,1201.31578947368,120.526315789474,0.0442631578947368
4.59473684210526,5.73684210526316e+18,1202.36842105263,120.947368421053,0.0444736842105263
4.63684210526316,5.8421052631579e+18,1203.42105263158,121.368421052632,0.0446842105263158
4.67894736842105,5.94736842105263e+18,1204.47368421053,121.789473684211,0.0448947368421053
1.8,49000000000000,1095,598,0.052
1.84210526315789,49210526315789.5,1096.05263157895,598.421052631579,0.0522105263157895
1.88421052631579,49421052631578.9,1097.10526315789,598.842105263158,0.0524210526315789
1.92631578947368,49631578947368.4,1098.15789473684,599.263157894737,0.0526315789473684
1.96842105263158,49842105263157.9,1099.21052631579,599.684210526316,0.0528421052631579
2.01052631578947,50052631578947.4,1100.26315789474,600.105263157895,0.0530526315789474
2.05263157894737,50263157894736.8,1101.31578947368,600.526315789474,0.0532631578947368
2.09473684210526,50473684210526.3,1102.36842105263,600.947368421053,0.0534736842105263
2.13684210526316,50684210526315.8,1103.42105263158,601.368421052632,0.0536842105263158
2.17894736842105,50894736842105.3,1104.47368421053,601.789473684211,0.0538947368421053
4.4,9e+17,795,58,0.051
4.4421052631579,9.21052631578947e+17,796.052631578947,58.4210526315789,0.0512105263157895
4.48421052631579,9.42105263157895e+17,797.105263157895,58.8421052631579,0.0514210526315789
4.52631578947368,9.63157894736842e+17,798.157894736842,59.2631578947368,0.0516315789473684
4.56842105263158,9.84210526315789e+17,799.210526315789,59.6842105263158,0.0518421052631579
4.61052631578947,1.00526315789474e+18,800.263157894737,60.1052631578947,0.0520526315789474
4.65263157894737,1.02631578947368e+18,801.315789473684,60.5263157894737,0.0522631578947368
4.69473684210526,1.04736842105263e+18,802.368421052632,60.9473684210526,0.0524736842105263
4.73684210526316,1.06842105263158e+18,803.421052631579,61.3684210526316,0.0526842105263158
4.77894736842105,1.08947368421053e+18,804.473684210526,61.7894736842105,0.0528947368421053
2.2,7.9e+16,1045,148,0.03
2.2421052631579,7.92105263157895e+16,1046.05263157895,148.421052631579,0.0302105263157895
2.28421052631579,7.94210526315789e+16,1047.10526315789,148.842105263158,0.0304210526315789
2.32631578947368,7.96315789473684e+16,1048.15789473684,149.263157894737,0.0306315789473684
2.36842105263158,7.98421052631579e+16,1049.21052631579,149.684210526316,0.0308421052631579
2.41052631578947,8.00526315789474e+16,1050.26315789474,150.105263157895,0.0310526315789474
2.45263157894737,8.02631578947368e+16,1051.31578947368,150.526315789474,0.0312631578947368
2.49473684210526,8.04736842105263e+16,1052.36842105263,150.947368421053,0.0314736842105263
2.53684210526316,8.06842105263158e+16,1053.42105263158,151.368421052632,0.0316842105263158
2.57894736842105,8.08947368421053e+16,1054.47368421053,151.789473684211,0.0318947368421053
2.2,3.9e+17,1045,148,0.04
2.2421052631579,3.92105263157895e+17,1046.05263157895,148.421052631579,0.0402105263157895
2.28421052631579,3.9421052631579e+17,1047.10526315789,148.842105263158,0.0404210526315789
2.32631578947368,3.96315789473684e+17,1048.15789473684,149.263157894737,0.0406315789473684
