Pressure_KPa,Temp,Power_KW
9.4,895,0.43
9.42105263157895,896.052631578947,0.434210526315789
9.4421052631579,897.105263157895,0.438421052631579
9.46315789473684,898.157894736842,0.442631578947368
9.48421052631579,899.210526315789,0.446842105263158
9.50526315789474,900.263157894737,0.451052631578947
9.52631578947368,901.315789473684,0.455263157894737
9.54736842105263,902.368421052632,0.459473684210526
9.56842105263158,903.421052631579,0.463684210526316
9.58947368421053,904.473684210526,0.467894736842105
4.9,745,0.75
4.81578947368421,746.052631578947,0.760526315789474
4.73157894736842,747.105263157895,0.771052631578947
4.64736842105263,748.157894736842,0.781578947368421
4.56315789473684,749.210526315789,0.792105263157895
4.47894736842105,750.263157894737,0.802631578947368
4.39473684210526,751.315789473684,0.813157894736842
4.31052631578947,752.368421052632,0.823684210526316
4.22631578947368,753.421052631579,0.83421052631579
4.14210526315789,754.473684210526,0.844736842105263
19,995,2.9
19.2105263157895,996.052631578947,2.92105263157895
19.4210526315789,997.105263157895,2.94210526315789
19.6315789473684,998.157894736842,2.96315789473684
19.8421052631579,999.210526315789,2.98421052631579
20.0526315789474,1000.26315789474,3.00526315789474
20.2631578947368,1001.31578947368,3.02631578947368
20.4736842105263,1002.36842105263,3.04736842105263
20.6842105263158,1003.42105263158,3.06842105263158
20.8947368421053,1004.47368421053,3.08947368421053
9.4,895,1.9
9.48421052631579,896.052631578947,1.92105263157895
9.56842105263158,897.105263157895,1.94210526315789
9.65263157894737,898.157894736842,1.96315789473684
9.73684210526316,899.210526315789,1.98421052631579
9.82105263157895,900.263157894737,2.00526315789474
9.90526315789474,901.315789473684,2.02631578947368
9.98947368421053,902.368421052632,2.04736842105263
10.0736842105263,903.421052631579,2.06842105263158
10.1578947368421,904.473684210526,2.08947368421053
10,1085,1.3
10.2105263157895,1086.05263157895,1.32105263157895
10.4210526315789,1087.10526315789,1.34210526315789
10.6315789473684,1088.15789473684,1.36315789473684
10.8421052631579,1089.21052631579,1.38421052631579
11.0526315789474,1090.26315789474,1.40526315789474
11.2631578947368,1091.31578947368,1.42631578947368
11.4736842105263,1092.36842105263,1.44736842105263
11.6842105263158,1093.42105263158,1.46842105263158
11.8947368421053,1094.47368421053,1.48947368421053
2.6,745,1.2
2.61052631578947,746.052631578947,1.22105263157895
2.62105263157895,747.105263157895,1.24210526315789
2.63157894736842,748.157894736842,1.26315789473684
2.64210526315789,749.210526315789,1.28421052631579
2.65263157894737,750.263157894737,1.30526315789474
2.66315789473684,751.315789473684,1.32631578947368
2.67368421052632,752.368421052632,1.34736842105263
2.68421052631579,753.421052631579,1.36842105263158
2.69473684210526,754.473684210526,1.38947368421053
0.9,945,5.8
0.921052631578947,946.052631578947,5.84210526315789
0.942105263157895,947.105263157895,5.88421052631579
0.963157894736842,948.157894736842,5.92631578947368
0.98421052631579,949.210526315789,5.96842105263158
1.00526315789474,950.263157894737,6.01052631578947
1.02631578947368,951.315789473684,6.05263157894737
1.04736842105263,952.368421052632,6.09473684210526
1.06842105263158,953.421052631579,6.13684210526316
1.08947368421053,954.473684210526,6.17894736842105
9.41052631578947,895.526315789474,0.432105263157895
9.43157894736842,896.578947368421,0.436315789473684
9.45263157894737,897.631578947368,0.440526315789474
9.47368421052632,898.684210526316,0.444736842105263
9.49473684210526,899.736842105263,0.448947368421053
9.51578947368421,900.789473684211,0.453157894736842
9.53684210526316,901.842105263158,0.457368421052632
9.5578947368421,902.894736842105,0.461578947368421
9.57894736842105,903.947368421053,0.465789473684211
9.6,905,0.47
4.85789473684211,745.526315789474,0.755263157894737
4.77368421052632,746.578947368421,0.765789473684211
4.68947368421053,747.631578947368,0.776315789473684
4.60526315789474,748.684210526316,0.786842105263158
4.52105263157895,749.736842105263,0.797368421052632
4.43684210526316,750.789473684211,0.807894736842105
4.35263157894737,751.842105263158,0.818421052631579
4.26842105263158,752.894736842105,0.828947368421053
4.18421052631579,753.947368421053,0.839473684210526
4.1,755,0.85
19.1052631578947,995.526315789474,2.91052631578947
19.3157894736842,996.578947368421,2.93157894736842
19.5263157894737,997.631578947368,2.95263157894737
19.7368421052632,998.684210526316,2.97368421052632
19.9473684210526,999.736842105263,2.99473684210526
20.1578947368421,1000.78947368421,3.01578947368421
20.3684210526316,1001.84210526316,3.03684210526316
20.5789473684211,1002.89473684211,3.05789473684211
20.7894736842105,1003.94736842105,3.07894736842105
21,1005,3.1
9.4421052631579,895.526315789474,1.91052631578947
9.52631578947368,896.578947368421,1.93157894736842
9.61052631578947,897.631578947368,1.95263157894737
9.69473684210526,898.684210526316,1.97368421052632
9.77894736842105,899.736842105263,1.99473684210526
9.86315789473684,900.789473684211,2.01578947368421
9.94736842105263,901.842105263158,2.03684210526316
10.0315789473684,902.894736842105,2.05789473684211
10.1157894736842,903.947368421053,2.07894736842105
10.2,905,2.1
10.1052631578947,1085.52631578947,1.31052631578947
10.3157894736842,1086.57894736842,1.33157894736842
10.5263157894737,1087.63157894737,1.35263157894737
10.7368421052632,1088.68421052632,1.37368421052632
10.9473684210526,1089.73684210526,1.39473684210526
11.1578947368421,1090.78947368421,1.41578947368421
11.3684210526316,1091.84210526316,1.43684210526316
11.5789473684211,1092.89473684211,1.45789473684211
11.7894736842105,1093.94736842105,1.47894736842105
12,1095,1.5
2.60526315789474,745.526315789474,1.21052631578947
2.61578947368421,746.578947368421,1.23157894736842
2.62631578947368,747.631578947368,1.25263157894737
2.63684210526316,748.684210526316,1.27368421052632
2.64736842105263,749.736842105263,1.29473684210526
2.65789473684211,750.789473684211,1.31578947368421
2.66842105263158,751.842105263158,1.33684210526316
2.67894736842105,752.894736842105,1.35789473684211
2.68947368421053,753.947368421053,1.37894736842105
2.7,755,1.4
0.910526315789474,945.526315789474,5.82105263157895
0.931578947368421,946.578947368421,5.86315789473684
0.952631578947368,947.631578947368,5.90526315789474
0.973684210526316,948.684210526316,5.94736842105263
0.994736842105263,949.736842105263,5.98947368421053
1.01578947368421,950.789473684211,6.03157894736842
1.03684210526316,951.842105263158,6.07368421052632
1.05789473684211,952.894736842105,6.11578947368421
1.07894736842105,953.947368421053,6.15789473684211
1.1,955,6.2
