Pressure_GPa,Temp,Time_min,Size_um,DWF
9.3,895,0.43,5995,0.729
9.35714285714286,896.428571428571,0.435714285714286,5996.42857142857,0.729285714285714
9.41428571428571,897.857142857143,0.441428571428571,5997.85714285714,0.729571428571429
9.47142857142857,899.285714285714,0.447142857142857,5999.28571428571,0.729857142857143
9.52857142857143,900.714285714286,0.452857142857143,6000.71428571429,0.730142857142857
9.58571428571429,902.142857142857,0.458571428571429,6002.14285714286,0.730428571428571
9.64285714285714,903.571428571429,0.464285714285714,6003.57142857143,0.730714285714286
9.7,905,0.47,6005,0.731
8.3,1795,58,29,0.64
8.35714285714286,1796.42857142857,58.5714285714286,29.2857142857143,0.642857142857143
8.41428571428571,1797.85714285714,59.1428571428571,29.5714285714286,0.645714285714286
8.47142857142857,1799.28571428571,59.7142857142857,29.8571428571429,0.648571428571429
8.52857142857143,1800.71428571429,60.2857142857143,30.1428571428571,0.651428571428571
8.58571428571429,1802.14285714286,60.8571428571429,30.4285714285714,0.654285714285714
8.64285714285714,1803.57142857143,61.4285714285714,30.7142857142857,0.657142857142857
8.7,1805,62,31,0.66
18,1495,28,0.08,0.739
18.5714285714286,1496.42857142857,28.5714285714286,0.0857142857142857,0.739285714285714
19.1428571428571,1497.85714285714,29.1428571428571,0.0914285714285714,0.739571428571429
19.7142857142857,1499.28571428571,29.7142857142857,0.0971428571428571,0.739857142857143
20.2857142857143,1500.71428571429,30.2857142857143,0.102857142857143,0.740142857142857
20.8571428571429,1502.14285714286,30.8571428571429,0.108571428571429,0.740428571428571
21.4285714285714,1503.57142857143,31.4285714285714,0.114285714285714,0.740714285714286
22,1505,32,0.12,0.741
23,1695,28,0.18,0.684
23.5714285714286,1696.42857142857,28.5714285714286,0.185714285714286,0.684285714285714
24.1428571428571,1697.85714285714,29.1428571428571,0.191428571428571,0.684571428571429
24.7142857142857,1699.28571428571,29.7142857142857,0.197142857142857,0.684857142857143
25.2857142857143,1700.71428571429,30.2857142857143,0.202857142857143,0.685142857142857
25.8571428571429,1702.14285714286,30.8571428571429,0.208571428571429,0.685428571428571
26.4285714285714,1703.57142857143,31.4285714285714,0.214285714285714,0.685714285714286
27,1705,32,0.22,0.686
7.8,1295,0.1,0.01,0.693
7.85714285714286,1296.42857142857,0.114285714285714,0.0102857142857143,0.693285714285714
7.91428571428571,1297.85714285714,0.128571428571429,0.0105714285714286,0.693571428571429
7.97142857142857,1299.28571428571,0.142857142857143,0.0108571428571429,0.693857142857143
8.02857142857143,1300.71428571429,0.157142857142857,0.0111428571428571,0.694142857142857
8.08571428571429,1302.14285714286,0.171428571428571,0.0114285714285714,0.694428571428571
8.14285714285714,1303.57142857143,0.185714285714286,0.0117142857142857,0.694714285714286
8.2,1305,0.2,0.012,0.695
7.8,1395,0.18,0.08,0.727
7.85714285714286,1396.42857142857,0.185714285714286,0.0857142857142857,0.727285714285714
7.91428571428571,1397.85714285714,0.191428571428571,0.0914285714285714,0.727571428571429
7.97142857142857,1399.28571428571,0.197142857142857,0.0971428571428571,0.727857142857143
8.02857142857143,1400.71428571429,0.202857142857143,0.102857142857143,0.728142857142857
8.08571428571429,1402.14285714286,0.208571428571429,0.108571428571429,0.728428571428571
8.14285714285714,1403.57142857143,0.214285714285714,0.114285714285714,0.728714285714286
8.2,1405,0.22,0.12,0.729
7.5,1795,8,198,0.646
7.55714285714286,1796.42857142857,8.57142857142857,198.571428571429,0.646285714285714
