Pressure_GPa,Temp,Time_min,Size_um,DWF
5.6,1645,3595,398,0.029
5.64210526315789,1646.05263157895,3596.05263157895,398.421052631579,0.0292105263157895
5.68421052631579,1647.10526315789,3597.10526315789,398.842105263158,0.0294210526315789
5.72631578947368,1648.15789473684,3598.15789473684,399.263157894737,0.0296315789473684
5.76842105263158,1649.21052631579,3599.21052631579,399.684210526316,0.0298421052631579
5.81052631578947,1650.26315789474,3600.26315789474,400.105263157895,0.0300526315789474
5.85263157894737,1651.31578947368,3601.31578947368,400.526315789474,0.0302631578947368
5.89473684210526,1652.36842105263,3602.36842105263,400.947368421053,0.0304736842105263
5.93684210526316,1653.42105263158,3603.42105263158,401.368421052632,0.0306842105263158
5.97894736842105,1654.47368421053,3604.47368421053,401.789473684211,0.0308947368421053
5.2,1345,4795,498,0.034
5.26315789473684,1346.05263157895,4796.05263157895,498.421052631579,0.0342105263157895
5.32631578947368,1347.10526315789,4797.1052631579,498.842105263158,0.0344210526315789
5.38947368421053,1348.15789473684,4798.15789473684,499.263157894737,0.0346315789473684
5.45263157894737,1349.21052631579,4799.21052631579,499.684210526316,0.0348421052631579
5.51578947368421,1350.26315789474,4800.26315789474,500.105263157895,0.0350526315789474
5.57894736842105,1351.31578947368,4801.31578947368,500.526315789474,0.0352631578947368
5.64210526315789,1352.36842105263,4802.36842105263,500.947368421053,0.0354736842105263
5.70526315789474,1353.42105263158,4803.42105263158,501.368421052632,0.0356842105263158
5.76842105263158,1354.47368421053,4804.47368421053,501.789473684211,0.0358947368421053
5.62105263157895,1645.52631578947,3595.52631578947,398.210526315789,0.0291052631578947
5.66315789473684,1646.57894736842,3596.57894736842,398.631578947368,0.0293157894736842
5.70526315789474,1647.63157894737,3597.63157894737,399.052631578947,0.0295263157894737
5.74736842105263,1648.68421052632,3598.68421052632,399.473684210526,0.0297368421052632
5.78947368421053,1649.73684210526,3599.73684210526,399.894736842105,0.0299473684210526
5.83157894736842,1650.78947368421,3600.78947368421,400.315789473684,0.0301578947368421
5.87368421052632,1651.84210526316,3601.84210526316,400.736842105263,0.0303684210526316
5.91578947368421,1652.89473684211,3602.89473684211,401.157894736842,0.0305789473684211
5.95789473684211,1653.94736842105,3603.94736842105,401.578947368421,0.0307894736842105
6,1655,3605,402,0.031
5.23157894736842,1345.52631578947,4795.52631578947,498.210526315789,0.0341052631578947
5.29473684210526,1346.57894736842,4796.57894736842,498.631578947368,0.0343157894736842
5.35789473684211,1347.63157894737,4797.63157894737,499.052631578947,0.0345263157894737
5.42105263157895,1348.68421052632,4798.68421052632,499.473684210526,0.0347368421052632
5.48421052631579,1349.73684210526,4799.73684210526,499.894736842105,0.0349473684210526
5.54736842105263,1350.78947368421,4800.78947368421,500.315789473684,0.0351578947368421
5.61052631578947,1351.84210526316,4801.84210526316,500.736842105263,0.0353684210526316
5.67368421052632,1352.89473684211,4802.8947368421,501.157894736842,0.0355789473684211
5.73684210526316,1353.94736842105,4803.94736842105,501.578947368421,0.0357894736842105
5.8,1355,4805,502,0.036
