Pressure_KPa,Temp,Power_KW,DWF
5,815,2,0.584
5.57142857142857,817.857142857143,2.28571428571429,0.584571428571429
6.14285714285714,820.714285714286,2.57142857142857,0.585142857142857
6.71428571428571,823.571428571429,2.85714285714286,0.585714285714286
7.8,345,0.85,0.567
7.91428571428571,347.857142857143,0.878571428571429,0.567571428571429
8.02857142857143,350.714285714286,0.907142857142857,0.568142857142857
8.14285714285714,353.571428571429,0.935714285714286,0.568714285714286
9.1,895,0.4,0.561
9.32857142857143,897.857142857143,0.428571428571429,0.561571428571429
9.55714285714286,900.714285714286,0.457142857142857,0.562142857142857
9.78571428571429,903.571428571429,0.485714285714286,0.562714285714286
7.5,995,0.8,0.595
7.78571428571429,997.857142857143,0.857142857142857,0.595571428571429
8.07142857142857,1000.71428571429,0.914285714285714,0.596142857142857
8.35714285714286,1003.57142857143,0.971428571428571,0.596714285714286
10,995,0.8,0.558
10.2857142857143,997.857142857143,0.857142857142857,0.558571428571429
10.5714285714286,1000.71428571429,0.914285714285714,0.559142857142857
10.8571428571429,1003.57142857143,0.971428571428571,0.559714285714286
11,845,2.4,0.598
11.1714285714286,847.857142857143,2.51428571428571,0.598571428571429
11.3428571428571,850.714285714286,2.62857142857143,0.599142857142857
11.5142857142857,853.571428571429,2.74285714285714,0.599714285714286
17,985,2.4,0.617
17.2857142857143,987.857142857143,2.51428571428571,0.617571428571429
17.5714285714286,990.714285714286,2.62857142857143,0.618142857142857
17.8571428571429,993.571428571429,2.74285714285714,0.618714285714286
9.6,895,1.8,0.55
9.71428571428571,897.857142857143,1.91428571428571,0.550571428571429
9.82857142857143,900.714285714286,2.02857142857143,0.551142857142857
9.94285714285714,903.571428571429,2.14285714285714,0.551714285714286
14,795,4.7,0.6
14.2857142857143,797.857142857143,4.81428571428571,0.600571428571429
14.5714285714286,800.714285714286,4.92857142857143,0.601142857142857
14.8571428571429,803.571428571429,5.04285714285714,0.601714285714286
8,845,4.8,0.572
8.28571428571429,847.857142857143,4.91428571428571,0.572571428571429
8.57142857142857,850.714285714286,5.02857142857143,0.573142857142857
8.85714285714286,853.571428571429,5.14285714285714,0.573714285714286
5.28571428571429,816.428571428571,2.14285714285714,0.584285714285714
5.85714285714286,819.285714285714,2.42857142857143,0.584857142857143
6.42857142857143,822.142857142857,2.71428571428571,0.585428571428571
7,825,3,0.586
7.85714285714286,346.428571428571,0.864285714285714,0.567285714285714
7.97142857142857,349.285714285714,0.892857142857143,0.567857142857143
8.08571428571429,352.142857142857,0.921428571428571,0.568428571428571
8.2,355,0.95,0.569
9.21428571428571,896.428571428571,0.414285714285714,0.561285714285714
9.44285714285714,899.285714285714,0.442857142857143,0.561857142857143
9.67142857142857,902.142857142857,0.471428571428571,0.562428571428571
9.9,905,0.5,0.563
7.64285714285714,996.428571428571,0.828571428571429,0.595285714285714
7.92857142857143,999.285714285714,0.885714285714286,0.595857142857143
8.21428571428571,1002.14285714286,0.942857142857143,0.596428571428571
8.5,1005,1,0.597
10.1428571428571,996.428571428571,0.828571428571429,0.558285714285714
10.4285714285714,999.285714285714,0.885714285714286,0.558857142857143
10.7142857142857,1002.14285714286,0.942857142857143,0.559428571428571
11,1005,1,0.56
11.0857142857143,846.428571428571,2.45714285714286,0.598285714285714
11.2571428571429,849.285714285714,2.57142857142857,0.598857142857143
11.4285714285714,852.142857142857,2.68571428571429,0.599428571428571
11.6,855,2.8,0.6
17.1428571428571,986.428571428571,2.45714285714286,0.617285714285714
17.4285714285714,989.285714285714,2.57142857142857,0.617857142857143
17.7142857142857,992.142857142857,2.68571428571429,0.618428571428571
18,995,2.8,0.619
9.65714285714286,896.428571428571,1.85714285714286,0.550285714285714
9.77142857142857,899.285714285714,1.97142857142857,0.550857142857143
9.88571428571429,902.142857142857,2.08571428571429,0.551428571428571
10,905,2.2,0.552
14.1428571428571,796.428571428571,4.75714285714286,0.600285714285714
14.4285714285714,799.285714285714,4.87142857142857,0.600857142857143
14.7142857142857,802.142857142857,4.98571428571429,0.601428571428571
15,805,5.1,0.602
8.14285714285714,846.428571428571,4.85714285714286,0.572285714285714
8.42857142857143,849.285714285714,4.97142857142857,0.572857142857143
8.71428571428571,852.142857142857,5.08571428571429,0.573428571428571
9,855,5.2,0.574
